# Species	Genes	Alg.-Conn.	E_billingiae_protein.faa	E_gerundensis_protein.faa	E_persicina_protein.faa	E_pyrifoliae_protein.faa	E_tasmaniensis_protein.faa
2	2	1	WP_041692045.1	WP_225702082.1	*	*	*
2	2	1	WP_013199777.1	WP_225702105.1	*	*	*
2	2	1	WP_015056508.1	WP_225702106.1	*	*	*
2	2	1	WP_013199779.1	WP_225702107.1	*	*	*
2	2	1	WP_013199780.1	WP_225702108.1	*	*	*
2	2	1	WP_013199781.1	WP_225702109.1	*	*	*
2	2	1	WP_041692280.1	*	WP_062743651.1	*	*
2	2	1	WP_231853646.1	WP_225702112.1	*	*	*
2	2	1	WP_013199788.1	WP_225702113.1	*	*	*
2	2	1	WP_013199789.1	WP_225702114.1	*	*	*
2	2	1	WP_013199791.1	WP_225702115.1	*	*	*
2	2	1	WP_013199792.1	WP_225702116.1	*	*	*
2	2	1	WP_013199793.1	WP_225702117.1	*	*	*
2	2	1	WP_013199804.1	WP_225702124.1	*	*	*
2	2	1	WP_013199808.1	WP_225702127.1	*	*	*
2	2	1	WP_013199940.1	WP_225702134.1	*	*	*
2	2	1	WP_041691785.1	WP_225702149.1	*	*	*
2	2	1	WP_013202205.1	WP_225702168.1	*	*	*
2	2	1	WP_013199775.1	WP_225702169.1	*	*	*
2	2	1	WP_038957149.1	WP_225702174.1	*	*	*
2	2	1	WP_013201205.1	*	WP_033768219.1	*	*
2	2	1	WP_041691777.1	*	WP_062742602.1	*	*
2	2	1	WP_041692008.1	*	WP_062747744.1	*	*
2	2	1	WP_013201389.1	*	WP_062746503.1	*	*
2	2	1	WP_041692244.1	*	WP_062746510.1	*	*
2	2	1	WP_013202880.1	*	WP_062746518.1	*	*
2	2	1	WP_013202877.1	*	WP_062746525.1	*	*
2	2	1	WP_013202875.1	*	WP_062746529.1	*	*
2	2	1	WP_013203945.1	*	WP_062746553.1	*	*
2	2	1	WP_013201414.1	*	WP_062746565.1	*	*
2	2	1	WP_013200181.1	*	WP_062746835.1	*	*
2	2	1	WP_013200777.1	*	WP_062747239.1	*	*
2	2	1	WP_041691905.1	*	WP_062747241.1	*	*
2	2	1	WP_013200776.1	*	WP_062747243.1	*	*
2	2	1	WP_041692006.1	*	WP_062747433.1	*	*
2	2	1	WP_013204153.1	*	WP_062747558.1	*	*
2	2	1	WP_013204208.1	*	WP_062747636.1	*	*
2	2	1	WP_013204234.1	*	WP_062747689.1	*	*
2	2	1	WP_013202432.1	*	WP_062746121.1	*	*
2	2	1	WP_013200977.1	*	WP_062747871.1	*	*
2	2	1	WP_013203074.1	*	WP_062747875.1	*	*
2	2	1	WP_013201788.1	*	WP_062747919.1	*	*
2	2	1	WP_041692344.1	*	WP_062747973.1	*	*
2	2	1	WP_013200431.1	*	WP_062748016.1	*	*
2	2	1	WP_013200429.1	*	WP_062748018.1	*	*
2	2	1	WP_013203934.1	*	WP_062748048.1	*	*
2	2	1	WP_013204275.1	*	WP_062748235.1	*	*
2	2	1	WP_013200369.1	*	WP_062748292.1	*	*
2	2	1	WP_013200368.1	*	WP_062748294.1	*	*
2	2	1	WP_013200361.1	*	WP_062748306.1	*	*
2	2	1	WP_013200360.1	*	WP_062748308.1	*	*
2	2	1	WP_041691859.1	*	WP_062748354.1	*	*
2	2	1	WP_013200325.1	*	WP_062748370.1	*	*
2	2	1	WP_013200321.1	*	WP_062748375.1	*	*
2	2	1	WP_013200974.1	*	WP_062745171.1	*	*
2	2	1	WP_041691989.1	*	WP_062743652.1	*	*
2	2	1	WP_013201693.1	*	WP_062743714.1	*	*
2	2	1	WP_049789629.1	*	WP_062743970.1	*	*
2	2	1	WP_157868035.1	*	WP_062743972.1	*	*
2	2	1	WP_013202593.1	*	WP_062743977.1	*	*
2	2	1	WP_013204537.1	*	WP_062744058.1	*	*
2	2	1	WP_013204541.1	*	WP_062744062.1	*	*
2	2	1	WP_013203481.1	*	WP_062744151.1	*	*
2	2	1	WP_013203765.1	*	WP_062744159.1	*	*
2	2	1	WP_013203793.1	*	WP_062744219.1	*	*
2	2	1	WP_013204485.1	*	WP_062744365.1	*	*
2	2	1	WP_013203323.1	*	WP_062744866.1	*	*
2	2	1	WP_013203322.1	*	WP_062744868.1	*	*
2	2	1	WP_013200971.1	*	WP_062745168.1	*	*
2	2	1	WP_013200972.1	*	WP_062745169.1	*	*
2	2	1	WP_013203968.1	*	WP_222681912.1	*	*
2	2	1	WP_013201048.1	*	WP_062745366.1	*	*
2	2	1	WP_013201154.1	*	WP_062745372.1	*	*
2	2	1	WP_081461033.1	*	WP_062745415.1	*	*
2	2	1	WP_013203937.1	*	WP_062745498.1	*	*
2	2	1	WP_013200477.1	*	WP_062745710.1	*	*
2	2	1	WP_013200476.1	*	WP_062745713.1	*	*
2	2	1	WP_041692197.1	*	WP_062745719.1	*	*
2	2	1	WP_013203827.1	*	WP_062745895.1	*	*
2	2	1	WP_013203826.1	*	WP_062745898.1	*	*
2	2	1	WP_013203824.1	*	WP_062745903.1	*	*
2	2	1	WP_013203814.1	*	WP_062745939.1	*	*
2	2	1	WP_013203810.1	*	WP_062745945.1	*	*
2	2	1	WP_013203804.1	*	WP_062745958.1	*	*
2	2	1	WP_013203798.1	*	WP_062745971.1	*	*
2	2	1	*	*	*	WP_012669404.1	WP_012440317.1
2	2	1	*	*	*	WP_012669307.1	WP_012440283.1
2	2	1	*	*	*	WP_012669308.1	WP_012440282.1
2	2	1	*	*	*	WP_012669309.1	WP_012440281.1
2	2	1	*	*	*	WP_012669311.1	WP_012440279.1
2	2	1	*	*	*	WP_012669312.1	WP_012440278.1
2	2	1	*	*	*	WP_012669314.1	WP_012440276.1
2	2	1	*	*	*	WP_012669315.1	WP_012440275.1
2	2	1	*	*	*	WP_012669316.1	WP_012440274.1
2	2	1	*	*	*	WP_012669317.1	WP_012440273.1
2	2	1	*	*	*	WP_012669318.1	WP_012440272.1
2	2	1	*	*	*	WP_012669319.1	WP_012440271.1
2	2	1	*	*	*	WP_012669320.1	WP_012440270.1
2	2	1	*	*	*	WP_012669321.1	WP_012440269.1
2	2	1	*	*	*	WP_012669322.1	WP_012440268.1
2	2	1	*	*	*	WP_012669331.1	WP_042958609.1
2	2	1	*	*	*	WP_012669305.1	WP_012440285.1
2	2	1	*	*	*	WP_012669425.1	WP_012443221.1
2	2	1	*	*	*	WP_012669428.1	WP_012443218.1
2	2	1	*	*	*	WP_012669433.1	WP_012442720.1
2	2	1	*	*	*	WP_012669434.1	WP_042959170.1
2	2	1	*	*	*	WP_012669436.1	WP_231853287.1
2	2	1	*	*	*	WP_014538418.1	WP_157861808.1
2	2	1	*	*	*	WP_014538558.1	WP_231853299.1
2	2	1	*	*	*	WP_014538574.1	WP_042958647.1
2	2	1	*	*	*	WP_014538604.1	WP_193345532.1
2	2	1	*	*	*	WP_014538605.1	WP_042959260.1
2	2	1	*	*	*	WP_014538644.1	WP_012440694.1
2	2	1	*	*	*	WP_014538749.1	WP_042958769.1
2	2	1	*	*	*	WP_014538821.1	WP_042958805.1
2	2	1	*	*	*	WP_014538885.1	WP_042958878.1
2	2	1	*	*	*	WP_014538906.1	WP_042958884.1
2	2	1	*	*	*	WP_012669041.1	WP_012442379.1
2	2	1	*	*	*	WP_012668291.1	WP_012441634.1
2	2	1	*	*	*	WP_012668292.1	WP_012441635.1
2	2	1	*	*	*	WP_012668293.1	WP_042959319.1
2	2	1	*	*	*	WP_012668294.1	WP_012441637.1
2	2	1	*	*	*	WP_012668295.1	WP_012441638.1
2	2	1	*	*	*	WP_012668296.1	WP_012441639.1
2	2	1	*	*	*	WP_012668297.1	WP_012441640.1
2	2	1	*	*	*	WP_012668299.1	WP_042958944.1
2	2	1	*	*	*	WP_012668300.1	WP_012441642.1
2	2	1	*	*	*	WP_012668301.1	WP_071819177.1
2	2	1	*	*	*	WP_012668417.1	WP_042958977.1
2	2	1	*	*	*	WP_012668799.1	WP_012442107.1
2	2	1	*	*	*	WP_012668960.1	WP_042959075.1
2	2	1	*	*	*	WP_012668962.1	WP_231853284.1
2	2	1	*	*	*	WP_012668996.1	WP_042959078.1
2	2	1	*	*	*	WP_014539007.1	WP_012441641.1
2	2	1	*	*	*	WP_012669121.1	WP_012442473.1
2	2	1	*	*	*	WP_012669180.1	WP_012442502.1
2	2	1	*	*	*	WP_012669292.1	WP_012440298.1
2	2	1	*	*	*	WP_012669293.1	WP_012440297.1
2	2	1	*	*	*	WP_012669294.1	WP_012440296.1
2	2	1	*	*	*	WP_012669295.1	WP_012440295.1
2	2	1	*	*	*	WP_012669296.1	WP_012440294.1
2	2	1	*	*	*	WP_012669297.1	WP_012440293.1
2	2	1	*	*	*	WP_012669298.1	WP_012440292.1
2	2	1	*	*	*	WP_012669299.1	WP_012440291.1
2	2	1	*	*	*	WP_012669300.1	WP_012440290.1
2	2	1	*	*	*	WP_012669301.1	WP_012440289.1
2	2	1	*	*	*	WP_012669302.1	WP_012440288.1
2	2	1	*	*	*	WP_012669303.1	WP_012440287.1
2	2	1	*	*	*	WP_012669304.1	WP_012440286.1
2	2	1	*	*	*	WP_148217819.1	WP_012439902.1
2	2	1	*	*	*	WP_071819801.1	WP_231853315.1
2	2	1	*	*	*	WP_071819816.1	WP_012441707.1
2	2	1	*	*	*	WP_104944978.1	WP_012443015.1
2	2	1	*	*	*	WP_104945035.1	WP_012441998.1
2	2	1	*	*	*	WP_104945036.1	WP_012441997.1
2	2	1	*	*	*	WP_104945039.1	WP_042958983.1
2	2	1	*	*	*	WP_104945068.1	WP_012441644.1
2	2	1	*	*	*	WP_104945092.1	WP_012440943.1
2	2	1	*	*	*	WP_104945093.1	WP_012440942.1
2	2	1	*	*	*	WP_104945109.1	WP_049778748.1
2	2	1	*	*	*	WP_104945134.1	WP_012440409.1
2	2	1	*	*	*	WP_104945135.1	WP_231853300.1
2	2	1	*	*	*	WP_104945163.1	WP_012439931.1
2	2	1	*	*	*	WP_104945174.1	WP_012442650.1
2	2	1	*	*	*	WP_104945196.1	WP_012442387.1
2	2	1	*	*	*	WP_071819202.1	WP_071819202.1
2	2	1	*	*	*	WP_226060680.1	WP_231853286.1
2	2	1	*	*	*	WP_226060681.1	WP_042959172.1
2	2	1	*	*	*	WP_226060691.1	WP_231853292.1
2	2	1	*	*	*	WP_226060699.1	WP_012442585.1
2	2	1	*	*	*	WP_226060700.1	WP_012440389.1
2	2	1	*	*	*	WP_226060704.1	WP_012440541.1
2	2	1	*	*	*	WP_226060708.1	WP_012440736.1
2	2	1	*	*	*	WP_226060719.1	WP_231853309.1
2	2	1	*	*	*	WP_226060720.1	WP_012439929.1
2	2	1	*	*	*	WP_226060731.1	WP_012441388.1
2	2	1	*	*	*	WP_244910202.1	WP_012440915.1
2	2	1	*	*	*	WP_244910203.1	WP_012440914.1
2	2	1	*	*	*	WP_244910205.1	WP_157861794.1
2	2	1	*	*	*	WP_244910207.1	WP_042958675.1
2	2	1	*	*	*	WP_244910218.1	WP_231853346.1
2	2	1	*	*	*	WP_015899056.1	WP_071819197.1
2	2	1	*	*	*	WP_014539340.1	WP_193345517.1
2	2	1	*	*	*	WP_014539463.1	WP_012440299.1
2	2	1	*	*	*	WP_014539469.1	WP_042958611.1
2	2	1	*	*	*	WP_014539528.1	WP_012443222.1
2	2	1	*	*	*	WP_014539556.1	WP_049778767.1
2	2	1	*	*	*	WP_014539723.1	WP_012442917.1
2	2	1	*	*	*	WP_014539793.1	WP_012442985.1
2	2	1	*	*	*	WP_014539810.1	WP_012442996.1
2	2	1	*	*	*	WP_014539811.1	WP_012442997.1
2	2	1	*	*	*	WP_014539812.1	WP_012442998.1
2	2	1	*	*	*	WP_014539845.1	WP_042959211.1
2	2	1	*	*	*	WP_014539945.1	WP_012443106.1
2	2	1	*	*	*	WP_014539978.1	WP_042959224.1
2	2	1	*	*	*	WP_014542702.1	WP_012442984.1
2	2	1	*	*	*	WP_014543251.1	WP_012440267.1
2	2	1	*	*	*	WP_012668288.1	WP_012441631.1
2	2	1	*	*	*	WP_015899057.1	WP_012442761.1
2	2	1	*	*	*	WP_015899130.1	WP_231853344.1
2	2	1	*	*	*	WP_015899131.1	WP_042959196.1
2	2	1	*	*	*	WP_015899143.1	WP_042959202.1
2	2	1	*	*	*	WP_015899144.1	WP_012442983.1
2	2	1	*	*	*	WP_015899169.1	WP_012443038.1
2	2	1	*	*	*	WP_015899206.1	WP_042959222.1
2	2	1	*	*	*	WP_041473951.1	WP_042958671.1
2	2	1	*	*	*	WP_041474003.1	WP_042958941.1
2	2	1	*	*	*	WP_041474060.1	WP_012442916.1
2	2	1	*	*	*	WP_041474085.1	WP_042958639.1
2	2	1	*	*	*	WP_041474105.1	WP_012441181.1
2	2	1	*	*	*	WP_041474370.1	WP_071819192.1
2	2	1	*	*	*	WP_041474398.1	WP_012440266.1
2	2	1	*	*	*	WP_049779061.1	WP_042959322.1
2	2	1	WP_013200423.1	*	WP_245006696.1	*	*
2	2	1	WP_013200800.1	*	WP_222682287.1	*	*
2	2	1	WP_013202068.1	*	WP_222682288.1	*	*
2	2	1	WP_013203812.1	*	WP_222682291.1	*	*
2	2	1	WP_013203068.1	*	WP_222682301.1	*	*
2	2	1	WP_013202217.1	*	WP_222682309.1	*	*
2	2	1	WP_013202736.1	*	WP_222682310.1	*	*
2	2	1	WP_013203726.1	*	WP_222682326.1	*	*
2	2	1	WP_013201299.1	*	WP_222682336.1	*	*
2	2	1	WP_231853704.1	*	WP_222682337.1	*	*
2	2	1	WP_041691791.1	*	WP_240043743.1	*	*
2	2	1	WP_013204430.1	*	WP_240043745.1	*	*
2	2	1	WP_013201177.1	*	WP_240043763.1	*	*
2	2	1	WP_013203805.1	*	WP_240043811.1	*	*
2	2	1	WP_013201786.1	*	WP_240343550.1	*	*
2	2	1	WP_225309796.1	*	WP_245006693.1	*	*
2	2	1	WP_013202514.1	*	WP_222682224.1	*	*
2	2	1	WP_041691884.1	*	WP_245006710.1	*	*
2	2	1	WP_013203916.1	*	WP_245006717.1	*	*
2	2	1	*	WP_225701514.1	*	WP_012666530.1	*
2	2	1	*	WP_225701950.1	*	WP_012667606.1	*
2	2	1	*	WP_225701669.1	*	WP_012667713.1	*
2	2	1	*	WP_225701874.1	*	WP_012668023.1	*
2	2	1	*	WP_225701593.1	*	WP_012668982.1	*
2	2	1	*	WP_225701594.1	*	WP_012668983.1	*
2	2	1	*	WP_225700909.1	*	WP_012669044.1	*
2	2	1	*	WP_120066191.1	*	WP_012669045.1	*
2	2	1	*	WP_225700910.1	*	WP_012669046.1	*
2	2	1	*	WP_225700912.1	*	WP_012669047.1	*
2	2	1	*	WP_225700916.1	*	WP_012669048.1	*
2	2	1	*	WP_225701767.1	*	WP_012669049.1	*
2	2	1	*	WP_225700739.1	*	WP_104945187.1	*
2	2	1	WP_013202061.1	*	WP_222682049.1	*	*
2	2	1	WP_013203967.1	*	WP_222681913.1	*	*
2	2	1	WP_041692133.1	*	WP_222681921.1	*	*
2	2	1	WP_013203906.1	*	WP_222681923.1	*	*
2	2	1	WP_041692131.1	*	WP_222681925.1	*	*
2	2	1	WP_013202067.1	*	WP_222681927.1	*	*
2	2	1	WP_013203808.1	*	WP_222681949.1	*	*
2	2	1	WP_013203807.1	*	WP_222681950.1	*	*
2	2	1	WP_041692120.1	*	WP_222681959.1	*	*
2	2	1	WP_013200931.1	*	WP_222681960.1	*	*
2	2	1	WP_013203550.1	*	WP_222681983.1	*	*
2	2	1	WP_013203480.1	*	WP_222681995.1	*	*
2	2	1	WP_013203864.1	*	WP_222682003.1	*	*
2	2	1	WP_013203397.1	*	WP_222682021.1	*	*
2	2	1	WP_013201176.1	*	WP_222682035.1	*	*
2	2	1	WP_013201175.1	*	WP_222682036.1	*	*
2	2	1	*	*	*	WP_012442141.1	WP_012442141.1
2	2	1	WP_013201720.1	*	WP_222682050.1	*	*
2	2	1	WP_013203135.1	*	WP_222682077.1	*	*
2	2	1	WP_013203130.1	*	WP_222682079.1	*	*
2	2	1	WP_013203067.1	*	WP_222682090.1	*	*
2	2	1	WP_013203065.1	*	WP_222682091.1	*	*
2	2	1	WP_013199977.1	*	WP_222682134.1	*	*
2	2	1	WP_013202894.1	*	WP_222682139.1	*	*
2	2	1	WP_041692163.1	*	WP_222682144.1	*	*
2	2	1	WP_013204462.1	*	WP_222682145.1	*	*
2	2	1	WP_013202215.1	*	WP_222682148.1	*	*
2	2	1	WP_013202840.1	*	WP_222682171.1	*	*
2	2	1	WP_013202839.1	*	WP_222682172.1	*	*
2	2	1	WP_013202838.1	*	WP_222682173.1	*	*
2	2	1	WP_013199880.1	*	WP_222682193.1	*	*
2	2	1	WP_013202654.1	*	WP_222682210.1	*	*
2	2	1	*	*	*	WP_012667604.1	WP_012440961.1
2	2	1	*	*	*	WP_012667179.1	WP_012440586.1
2	2	1	*	*	*	WP_012667180.1	WP_012440587.1
2	2	1	*	*	*	WP_012667181.1	WP_012440588.1
2	2	1	*	*	*	WP_012667182.1	WP_012440589.1
2	2	1	*	*	*	WP_012667183.1	WP_012440590.1
2	2	1	*	*	*	WP_012667184.1	WP_012440591.1
2	2	1	*	*	*	WP_012667185.1	WP_012440592.1
2	2	1	*	*	*	WP_012667186.1	WP_012440593.1
2	2	1	*	*	*	WP_012667187.1	WP_231853302.1
2	2	1	*	*	*	WP_012667246.1	WP_231853303.1
2	2	1	*	*	*	WP_012667303.1	WP_012440695.1
2	2	1	*	*	*	WP_012667324.1	WP_012440698.1
2	2	1	*	*	*	WP_012667325.1	WP_012440699.1
2	2	1	*	*	*	WP_012667351.1	WP_012440735.1
2	2	1	*	*	*	WP_012667462.1	WP_012440822.1
2	2	1	*	*	*	WP_012667170.1	WP_042958683.1
2	2	1	*	*	*	WP_012667638.1	WP_042958958.1
2	2	1	*	*	*	WP_012667722.1	WP_012441077.1
2	2	1	*	*	*	WP_012667725.1	WP_012441080.1
2	2	1	*	*	*	WP_012667726.1	WP_012441081.1
2	2	1	*	*	*	WP_012667727.1	WP_012441082.1
2	2	1	*	*	*	WP_012667729.1	WP_012441084.1
2	2	1	*	*	*	WP_012667827.1	WP_012441182.1
2	2	1	*	*	*	WP_012668043.1	WP_012441411.1
2	2	1	*	*	*	WP_012668045.1	WP_012441413.1
2	2	1	*	*	*	WP_012668099.1	WP_012441427.1
2	2	1	*	*	*	WP_012668188.1	WP_012441530.1
2	2	1	*	*	*	WP_012668278.1	WP_012442384.1
2	2	1	*	*	*	WP_012668282.1	WP_042958936.1
2	2	1	*	*	*	WP_012668283.1	WP_012441627.1
2	2	1	*	*	*	WP_012668284.1	WP_012441628.1
2	2	1	*	*	*	WP_012666953.1	WP_012440314.1
2	2	1	*	*	*	WP_012666400.1	WP_012439788.1
2	2	1	*	*	*	WP_012666440.1	WP_012442131.1
2	2	1	*	*	*	WP_012666441.1	WP_042959052.1
2	2	1	*	*	*	WP_012666442.1	WP_042959053.1
2	2	1	*	*	*	WP_012666443.1	WP_012442133.1
2	2	1	*	*	*	WP_012666448.1	WP_012442135.1
2	2	1	*	*	*	WP_012666449.1	WP_012442136.1
2	2	1	*	*	*	WP_012666450.1	WP_012442137.1
2	2	1	*	*	*	WP_012666454.1	WP_012442143.1
2	2	1	*	*	*	WP_012666520.1	WP_012439885.1
2	2	1	*	*	*	WP_012666633.1	WP_012439930.1
2	2	1	*	*	*	WP_012666635.1	WP_012439932.1
2	2	1	*	*	*	WP_012666636.1	WP_012439933.1
2	2	1	*	*	*	WP_012666880.1	WP_012442645.1
2	2	1	*	*	*	WP_012666947.1	WP_157861831.1
2	2	1	WP_013199870.1	WP_225702038.1	*	*	*
2	2	1	*	*	*	WP_012667006.1	WP_042958637.1
2	2	1	*	*	*	WP_012667028.1	WP_012440423.1
2	2	1	*	*	*	WP_012667029.1	WP_012440424.1
2	2	1	*	*	*	WP_012667115.1	WP_012440531.1
2	2	1	*	*	*	WP_012667116.1	WP_012440532.1
2	2	1	*	*	*	WP_012667117.1	WP_012440533.1
2	2	1	*	*	*	WP_012667118.1	WP_012440534.1
2	2	1	*	*	*	WP_012667119.1	WP_012440535.1
2	2	1	*	*	*	WP_012667120.1	WP_012440536.1
2	2	1	*	*	*	WP_012667121.1	WP_012440537.1
2	2	1	*	*	*	WP_012667122.1	WP_012440538.1
2	2	1	*	*	*	WP_012667123.1	WP_012440539.1
2	2	1	*	*	*	WP_012667138.1	WP_012440556.1
2	2	1	*	*	*	WP_012667169.1	WP_012440574.1
2	2	1	*	WP_225701364.1	WP_137269745.1	*	*
3	3	0.877	WP_013204470.1	WP_225701287.1	WP_062744381.1	*	*
3	3	0.798	WP_173363020.1	WP_225701288.1	WP_162901007.1	*	*
3	3	0.937	WP_013200387.1	WP_225701292.1	WP_062748113.1	*	*
3	3	0.939	WP_013200407.1	WP_225701303.1	WP_187509394.1	*	*
3	3	0.915	WP_013202080.1	WP_225701307.1	WP_222682369.1	*	*
3	3	0.948	WP_013202082.1	WP_225701308.1	WP_240043888.1	*	*
3	3	0.961	WP_013200483.1	WP_225701314.1	WP_062745689.1	*	*
3	3	0.986	WP_013200498.1	WP_225701320.1	WP_187509353.1	*	*
3	3	0.947	WP_013200520.1	WP_225701325.1	WP_062745598.1	*	*
3	3	0.728	WP_013204583.1	WP_225701329.1	WP_222681721.1	*	*
3	3	0.989	WP_013200548.1	WP_225701330.1	WP_222681720.1	*	*
3	3	0.938	WP_013200552.1	WP_225701332.1	WP_062745527.1	*	*
3	3	0.962	WP_013203831.1	WP_225701342.1	WP_062745882.1	*	*
3	3	0.88	WP_231853659.1	WP_225701361.1	WP_222682070.1	*	*
3	3	0.913	WP_013202578.1	WP_225701362.1	WP_240043864.1	*	*
3	3	0.985	WP_013202162.1	WP_225701285.1	WP_191928121.1	*	*
2	2	1	*	WP_225701371.1	WP_222681520.1	*	*
2	2	1	*	WP_225701372.1	WP_062743224.1	*	*
3	3	0.964	WP_013203623.1	WP_225701384.1	WP_222682293.1	*	*
3	3	0.912	WP_013203500.1	WP_225701403.1	WP_062744172.1	*	*
3	3	0.493	WP_013200180.1	WP_225701418.1	WP_222681796.1	*	*
3	3	0.958	WP_013203409.1	WP_225701425.1	WP_222682016.1	*	*
3	3	0.932	WP_013203260.1	WP_225701452.1	WP_118663576.1	*	*
2	2	1	*	WP_225701456.1	WP_222681832.1	*	*
2	2	1	*	WP_225701457.1	WP_222681537.1	*	*
3	3	0.947	WP_013203168.1	WP_225701458.1	WP_187509826.1	*	*
2	2	1	*	WP_225701474.1	WP_062742987.1	*	*
2	2	1	*	WP_225701475.1	WP_222682080.1	*	*
3	3	0.829	WP_013203050.1	WP_225701486.1	WP_222682093.1	*	*
3	3	0.455	WP_013202943.1	WP_225701509.1	WP_137269848.1	*	*
3	3	0.892	WP_013202941.1	WP_225701511.1	WP_062742549.1	*	*
3	3	0.37	WP_049789641.1	WP_225701083.1	WP_222681696.1	*	*
3	3	0.896	WP_013201005.1	WP_225700939.1	WP_245006691.1	*	*
3	3	0.701	WP_013200969.1	WP_225700948.1	WP_245006722.1	*	*
3	3	0.748	WP_013203302.1	WP_225700949.1	WP_062744897.1	*	*
3	3	0.94	WP_013200835.1	WP_225700977.1	WP_191927777.1	*	*
3	3	0.975	WP_013200695.1	WP_225701012.1	WP_118664680.1	*	*
3	3	0.538	WP_013200661.1	WP_225701018.1	WP_118663778.1	*	*
3	3	0.877	WP_013203898.1	WP_225701025.1	WP_222681935.1	*	*
3	3	0.905	WP_013203899.1	WP_225701026.1	WP_118665494.1	*	*
2	2	1	*	WP_225701030.1	WP_187510177.1	*	*
2	2	1	*	WP_225701031.1	WP_062742627.1	*	*
2	2	1	*	WP_225701033.1	WP_137269151.1	*	*
2	2	1	*	WP_225701046.1	WP_062746620.1	*	*
3	3	0.992	WP_013201226.1	WP_225701057.1	WP_118664488.1	*	*
3	3	0.97	WP_013201225.1	WP_225701058.1	WP_062745205.1	*	*
3	3	0.831	WP_013204032.1	WP_225701082.1	WP_222682138.1	*	*
3	3	0.974	WP_013202920.1	WP_225701529.1	WP_118663765.1	*	*
2	2	1	*	WP_225701087.1	WP_191927564.1	*	*
2	2	1	*	WP_225701088.1	WP_062744467.1	*	*
3	3	0.823	WP_013204279.1	WP_225701140.1	WP_118665286.1	*	*
3	3	0.883	WP_041692030.1	WP_225701164.1	WP_191931124.1	*	*
3	3	0.941	WP_013204337.1	WP_225701167.1	WP_062743911.1	*	*
3	3	0.952	WP_041692016.1	WP_225701173.1	WP_137268555.1	*	*
3	3	0.975	WP_013200173.1	WP_225701175.1	WP_137269650.1	*	*
3	3	0.711	WP_013200217.1	WP_225701178.1	WP_222682348.1	*	*
3	3	0.924	WP_013200047.1	WP_225701206.1	WP_222681813.1	*	*
2	2	1	*	WP_225701209.1	WP_222681700.1	*	*
3	3	0.548	WP_013200591.1	WP_225701211.1	WP_222682197.1	*	*
3	3	0.975	WP_013204394.1	WP_225701237.1	WP_222681841.1	*	*
3	3	0.944	WP_013204393.1	WP_225701238.1	WP_222682279.1	*	*
3	3	0.874	WP_013204392.1	WP_225701239.1	WP_222681842.1	*	*
3	3	0.972	WP_013200326.1	WP_225701280.1	WP_222681776.1	*	*
3	3	0.873	WP_013200952.1	WP_225701810.1	WP_222681444.1	*	*
2	2	1	*	WP_225701731.1	WP_118663499.1	*	*
3	3	0.974	WP_013202917.1	WP_225701733.1	WP_174522403.1	*	*
3	3	0.939	WP_013202766.1	WP_225701735.1	WP_191927430.1	*	*
3	3	0.962	WP_013202457.1	WP_225701742.1	WP_245006736.1	*	*
3	3	0.954	WP_013201928.1	WP_225701747.1	WP_245006738.1	*	*
3	3	0.932	WP_013201234.1	WP_225701764.1	WP_062745386.1	*	*
3	3	0.886	WP_013204033.1	WP_225701772.1	WP_245006726.1	*	*
3	3	0.554	WP_013202738.1	WP_225701789.1	WP_222682183.1	*	*
3	3	0.8	WP_157868065.1	WP_225701790.1	WP_222682184.1	*	*
2	2	1	*	WP_225701798.1	WP_118663573.1	*	*
3	3	0.592	WP_041692050.1	WP_225701800.1	WP_222681449.1	*	*
3	3	0.938	WP_013201197.1	WP_225701802.1	WP_062743769.1	*	*
3	3	0.565	WP_013200923.1	WP_225701806.1	WP_062749619.1	*	*
3	3	0.917	WP_013200948.1	WP_225701808.1	WP_191928105.1	*	*
3	3	0.924	WP_013200950.1	WP_225701809.1	WP_191928104.1	*	*
3	3	0.994	WP_041692125.1	WP_225701727.1	WP_062745893.1	*	*
3	3	0.979	WP_013201779.1	WP_225701816.1	WP_062744833.1	*	*
3	3	0.906	WP_013201776.1	WP_225701817.1	WP_137268761.1	*	*
3	3	0.893	WP_013201775.1	WP_225701818.1	WP_118663519.1	*	*
3	3	0.47	WP_013202252.1	WP_225701830.1	WP_222682201.1	*	*
3	3	0.977	WP_013202862.1	WP_225701831.1	WP_062742597.1	*	*
3	3	0.976	WP_013202864.1	WP_225701832.1	WP_062748732.1	*	*
3	3	0.955	WP_013202866.1	WP_225701833.1	WP_062742595.1	*	*
2	2	1	*	WP_225701837.1	WP_222681650.1	*	*
2	2	1	*	WP_225701838.1	WP_222681651.1	*	*
2	2	1	*	WP_225701839.1	WP_222681652.1	*	*
2	2	1	*	WP_225701851.1	WP_062748120.1	*	*
2	2	1	*	WP_225701853.1	WP_223564350.1	*	*
3	3	0.794	WP_013203141.1	WP_225701855.1	WP_222682074.1	*	*
3	3	0.987	WP_013203139.1	WP_225701856.1	WP_062742998.1	*	*
3	3	0.956	WP_013203137.1	WP_225701857.1	WP_118663687.1	*	*
3	3	0.903	WP_013202056.1	WP_225701662.1	WP_118664092.1	*	*
3	3	0.919	WP_013202919.1	WP_225701530.1	WP_062742791.1	*	*
3	3	0.958	WP_013202918.1	WP_225701531.1	WP_222682126.1	*	*
3	3	0.894	WP_013202199.1	WP_225701542.1	WP_062746081.1	*	*
